solver, activation, hidden1, hidden1, PCA, class, training_accuracy, testing_accuracy,"Solve, activation, h1, h2"
sgd, logistic,30,25, off, class1,0.908883827,0.909090909,"sgd,  logistic, 30, 25"
sgd, logistic,30,25, off, class2,0.548405467,0.529545455,"sgd,  logistic, 30, 25"
sgd, logistic,30,25, off, class3,0.445899772,0.484090909,"sgd,  logistic, 30, 25"
sgd, logistic,30,25, off, class4,0.11047836,0.077272727,"sgd,  logistic, 30, 25"
sgd, logistic,30,30, on, class1,0.906036446,0.920454545,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, on, class2,0.551822323,0.515909091,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, on, class3,0.456150342,0.443181818,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, on, class4,0.076879271,0.063636364,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, off, class1,0.907175399,0.915909091,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, off, class2,0.532460137,0.593181818,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, off, class3,0.456719818,0.440909091,"sgd,  logistic, 30, 30"
sgd, logistic,30,30, off, class4,0.11332574,0.093181818,"sgd,  logistic, 30, 30"
sgd, logistic,30,40, on, class1,0.906036446,0.920454545,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, on, class2,0.548405467,0.529545455,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, on, class3,0.459567198,0.429545455,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, on, class4,0.108200456,0.070454545,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, off, class1,0.908314351,0.911363636,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, off, class2,0.544419134,0.545454545,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, off, class3,0.448747153,0.472727273,"sgd,  logistic, 30, 40"
sgd, logistic,30,40, off, class4,0.112756264,0.086363636,"sgd,  logistic, 30, 40"
sgd, logistic,40,1, on, class1,0.912300683,0.895454545,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, on, class2,0.543280182,0.55,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, on, class3,0.449316629,0.470454545,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, on, class4,0.096241458,0.070454545,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, off, class1,0.910592255,0.902272727,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, off, class2,0.545558087,0.540909091,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, off, class3,0.445899772,0.484090909,"sgd,  logistic, 40, 1"
sgd, logistic,40,1, off, class4,0.093963554,0.079545455,"sgd,  logistic, 40, 1"
sgd, logistic,40,15, on, class1,0.903758542,0.929545455,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, on, class2,0.537585421,0.572727273,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, on, class3,0.4476082,0.477272727,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, on, class4,0.096810934,0.093181818,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, off, class1,0.91571754,0.881818182,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, off, class2,0.546697039,0.536363636,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, off, class3,0.457289294,0.438636364,"sgd,  logistic, 40, 15"
sgd, logistic,40,15, off, class4,0.079157175,0.063636364,"sgd,  logistic, 40, 15"
sgd, logistic,40,25, on, class1,0.907744875,0.913636364,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, on, class2,0.544419134,0.545454545,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, on, class3,0.452164009,0.459090909,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, on, class4,0.100797267,0.068181818,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, off, class1,0.912300683,0.895454545,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, off, class2,0.54214123,0.554545455,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, off, class3,0.449316629,0.470454545,"sgd,  logistic, 40, 25"
sgd, logistic,40,25, off, class4,0.096241458,0.070454545,"sgd,  logistic, 40, 25"
sgd, logistic,40,30, on, class1,0.907744875,0.913636364,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, on, class2,0.538154897,0.570454545,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, on, class3,0.448177677,0.475,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, on, class4,0.108769932,0.090909091,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, off, class1,0.912300683,0.895454545,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, off, class2,0.550113895,0.522727273,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, off, class3,0.449886105,0.468181818,"sgd,  logistic, 40, 30"
sgd, logistic,40,30, off, class4,0.105353075,0.068181818,"sgd,  logistic, 40, 30"
sgd, logistic,40,40, on, class1,0.906036446,0.920454545,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, on, class2,0.53929385,0.565909091,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, on, class3,0.45501139,0.447727273,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, on, class4,0.102505695,0.086363636,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, off, class1,0.911161731,0.9,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, off, class2,0.54214123,0.554545455,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, off, class3,0.452164009,0.459090909,"sgd,  logistic, 40, 40"
sgd, logistic,40,40, off, class4,0.104783599,0.072727273,"sgd,  logistic, 40, 40"
sgd, tanh,15,1, on, class1,0.906036446,0.920454545,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, on, class2,0.772779043,0.731818182,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, on, class3,0.507972665,0.531818182,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, on, class4,0.25,0.229545455,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, off, class1,0.912870159,0.893181818,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, off, class2,0.812072893,0.765909091,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, off, class3,0.524487472,0.509090909,"sgd,  tanh, 15, 1"
sgd, tanh,15,1, off, class4,0.235193622,0.190909091,"sgd,  tanh, 15, 1"
sgd, tanh,15,15, on, class1,0.90546697,0.922727273,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, on, class2,0.770501139,0.752272727,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, on, class3,0.640660592,0.525,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, on, class4,0.550113895,0.415909091,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, off, class1,0.914578588,0.884090909,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, off, class2,0.792710706,0.736363636,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, off, class3,0.656036446,0.568181818,"sgd,  tanh, 15, 15"
sgd, tanh,15,15, off, class4,0.519362187,0.413636364,"sgd,  tanh, 15, 15"
sgd, tanh,15,25, on, class1,0.911731207,0.897727273,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, on, class2,0.785876993,0.738636364,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, on, class3,0.679384966,0.579545455,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, on, class4,0.560364465,0.454545455,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, off, class1,0.912870159,0.893181818,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, off, class2,0.781321185,0.727272727,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, off, class3,0.664578588,0.597727273,"sgd,  tanh, 15, 25"
sgd, tanh,15,25, off, class4,0.589977221,0.443181818,"sgd,  tanh, 15, 25"
sgd, tanh,15,30, on, class1,0.907175399,0.915909091,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, on, class2,0.79498861,0.786363636,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, on, class3,0.674829157,0.575,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, on, class4,0.601936219,0.454545455,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, off, class1,0.908314351,0.911363636,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, off, class2,0.845671982,0.788636364,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, off, class3,0.650911162,0.536363636,"sgd,  tanh, 15, 30"
sgd, tanh,15,30, off, class4,0.566628702,0.445454545,"sgd,  tanh, 15, 30"
sgd, tanh,15,40, on, class1,0.912870159,0.893181818,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, on, class2,0.783029613,0.765909091,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, on, class3,0.641799544,0.604545455,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, on, class4,0.570045558,0.438636364,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, off, class1,0.912870159,0.893181818,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, off, class2,0.791002278,0.725,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, off, class3,0.627562642,0.554545455,"sgd,  tanh, 15, 40"
sgd, tanh,15,40, off, class4,0.603644647,0.5,"sgd,  tanh, 15, 40"
sgd, tanh,25,1, on, class1,0.915148064,0.884090909,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, on, class2,0.803530752,0.761363636,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, on, class3,0.501138952,0.543181818,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, on, class4,0.192482916,0.163636364,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, off, class1,0.907175399,0.915909091,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, off, class2,0.802961276,0.756818182,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, off, class3,0.518792711,0.497727273,"sgd,  tanh, 25, 1"
sgd, tanh,25,1, off, class4,0.259111617,0.2,"sgd,  tanh, 25, 1"
sgd, tanh,25,15, on, class1,0.908314351,0.909090909,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, on, class2,0.773917995,0.745454545,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, on, class3,0.6976082,0.572727273,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, on, class4,0.599088838,0.488636364,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, off, class1,0.914578588,0.886363636,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, off, class2,0.787015945,0.738636364,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, off, class3,0.706150342,0.536363636,"sgd,  tanh, 25, 15"
sgd, tanh,25,15, off, class4,0.612756264,0.427272727,"sgd,  tanh, 25, 15"
sgd, tanh,25,25, on, class1,0.909453303,0.909090909,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, on, class2,0.8023918,0.745454545,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, on, class3,0.70501139,0.575,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, on, class4,0.630410023,0.468181818,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, off, class1,0.904897494,0.925,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, off, class2,0.788154897,0.772727273,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, off, class3,0.715261959,0.593181818,"sgd,  tanh, 25, 25"
sgd, tanh,25,25, off, class4,0.630410023,0.481818182,"sgd,  tanh, 25, 25"
